Gene,BaseMean,Log2FoldChange,Mean_Mock,Mean_Infected,Statistic,PValue,FDR,Significance
EXD2,6.877923467184871,-0.42343141563646736,7.0896391750031045,6.666207759366637,-2.3981940893725078,0.04299619298421098,0.15881093169950872,Not Significant
CEACAM7,3.0101450632306728,-0.42346789592410294,3.221879011192724,2.798411115268621,-0.29836916243800915,0.7708436899334767,0.9061756714089503,Not Significant
ZNF219,7.209538433790611,-0.42365810174916607,7.421367484665193,6.997709382916027,-0.9950534884030053,0.3400424879617411,0.5941274001691027,Not Significant
MAZ,9.45678704724204,-0.4237335410727745,9.668653817778427,9.244920276705653,-1.8231919835746275,0.08856614700446648,0.2540479067129366,Not Significant
SLC6A6,10.129579442830737,-0.42379118378940817,10.341475034725441,9.917683850936033,-0.8351957290423969,0.416732784248554,0.6686889091049665,Not Significant
MVP,10.654155645822353,-0.4239423075906146,10.86612679961766,10.442184492027046,-1.7521692117813925,0.10968293102542898,0.29106124574173864,Not Significant
GLYCTK,4.222317401859419,-0.4239719620021134,4.434303382860476,4.010331420858362,-1.0067593716823837,0.33083022534733897,0.5843185669186589,Not Significant
GDPD5,5.457228664988346,-0.42398527771786476,5.669221303847278,5.2452360261294135,-1.6187460030943148,0.13927416902119746,0.33880883944300116,Not Significant
AP3D1,9.526896663726243,-0.4242176286058701,9.739005478029178,9.314787849423308,-6.234315064619311,1.7469195337327847e-05,0.0013033908283304663,Not Significant
GGT6,0.9437835568297561,-0.4242386276551673,1.1559028706573398,0.7316642430021725,-0.6848252231692288,0.5043556268503929,0.7391824928239513,Not Significant
RARRES2,2.158821923248677,-0.4242698081389362,2.370956827318145,1.946687019179209,-0.27908568232234493,0.7840770115613769,0.910687898904551,Not Significant
ADHFE1,3.5870259525732733,-0.424285180903635,3.7991685430250905,3.3748833621214556,-0.33068313438235847,0.7454586222285429,0.8942037151202935,Not Significant
HOXB5,5.496429547812902,-0.424350875100191,5.708604985362997,5.284254110262806,-0.8750374775142339,0.39537854770749437,0.650001202239941,Not Significant
RPP25L,6.563201732391137,-0.42462224472756027,6.7755128547549175,6.350890610027357,-2.955261405373768,0.009829829499507897,0.059850523414956995,Not Significant
MICB,8.788609359923427,-0.424698469514448,9.000958594680652,8.576260125166204,-0.9246698935168517,0.3698817925912288,0.6249055548514971,Not Significant
NARF,8.210685507812467,-0.4247361432330994,8.423053579429018,7.998317436195919,-2.0125787583802013,0.0692770892691205,0.2159023850037639,Not Significant
EIF2B2,8.086358763348425,-0.42480100471194415,8.298759265704398,7.873958260992453,-2.215138769365733,0.04443637806407188,0.16247823216381038,Not Significant
CCDC6,9.235641231247211,-0.4248315872844177,9.44805702488942,9.023225437605003,-2.0758809502002116,0.0645408292763184,0.2063602192497158,Not Significant
TTC4,1.7869300788204239,-0.4249956321556667,1.9994278948982571,1.5744322627425904,-0.7035814031202148,0.49529702443723467,0.7325958881597888,Not Significant
TMEM178B,3.0725845255980584,-0.4252208811339795,3.285194966165048,2.8599740850310686,-0.603164243076625,0.555527684499859,0.7745736557709428,Not Significant
RRP7A,9.126023631243669,-0.4252299386232288,9.338638600555283,8.913408661932054,-2.493827640778114,0.025547900565921777,0.11131239631042243,Not Significant
CHPT1,8.248171986532132,-0.4253006906918184,8.46082233187804,8.035521641186222,-5.582834724047018,9.093252840310787e-05,0.003438744354926296,Not Significant
ITFG1,9.198689198882654,-0.4254018411725031,9.411390119468907,8.985988278296404,-2.4808520956303926,0.03821101486569392,0.14654472845855193,Not Significant
ENTPD7,6.385356003941988,-0.42556646923797814,6.598139238560977,6.172572769322999,-0.8417727853048224,0.41727648248495297,0.6692357449962695,Not Significant
SRSF2,10.560341465919556,-0.42584476101524515,10.773263846427179,10.347419085411934,-1.5648230519508215,0.1572172154152917,0.36668962899244195,Not Significant
NCL,12.492418365067318,-0.4258773404667231,12.705357035300679,12.279479694833956,-7.856408214789331,3.3085265309325613e-06,0.0004903383337498346,Not Significant
WDR83,5.599751335228047,-0.42598989807462395,5.8127462842653586,5.386756386190735,-2.105679407013572,0.05442788079410079,0.1843150241906215,Not Significant
TBX18,7.388761087515311,-0.4260317144772623,7.601776944753943,7.17574523027668,-1.3614688935268813,0.19453537925766265,0.4202804570188633,Not Significant
NADSYN1,9.398226562235514,-0.42603380151370907,9.611243462992368,9.185209661478659,-0.850219894941482,0.41160203859560685,0.664406845835009,Not Significant
ADAT3,3.664978732516085,-0.4261375377872261,3.8780475014096982,3.451909963622472,-0.5867097673623041,0.566804640022329,0.7816574352079939,Not Significant
CXXC1,7.32214909708309,-0.4261458128786906,7.535222003522435,7.109076190643744,-1.493641910012099,0.15615059825938543,0.36481833239239964,Not Significant
ARHGDIA,9.969011713799702,-0.42638061577729225,10.182202021688349,9.755821405911057,-2.6727802116799113,0.021726102274995145,0.10002848222206738,Not Significant
CACNA1G,4.564504310401903,-0.42666013689137205,4.777834378847589,4.351174241956217,-0.25190971880403956,0.8045468614530378,0.918691414812845,Not Significant
WWC3,8.800671173081902,-0.4266863658272939,9.014014355995549,8.587327990168255,-2.6770375545909255,0.01744858615260039,0.08731896534781847,Not Significant
TYSND1,7.7854959086157915,-0.42674740550224044,7.998869611366912,7.572122205864671,-1.441708612201545,0.17549203604254138,0.39297802944438653,Not Significant
